,sentence,label,vader_score,vader_pred,textblob_score,textblob_pred,distilbert_pred,distilbert_conf
818,the only excitement comes when the credits finally roll and you get to leave the theater . ,0,0.6705,1,0.0,1,0,0.9963451027870178
819,"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0,-0.6486,0,0.012499999999999997,1,0,0.9872542023658752
824,late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0,0.1531,1,-0.26666666666666666,0,0,0.9953138828277588
827,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0,-0.0772,0,0.0,1,0,0.995023250579834
828,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",0,0.0,1,0.03333333333333333,1,0,0.9972869157791138
829,teen movies have really hit the skids . ,0,0.0,1,0.1,1,1,0.9979979395866394
831,it 's made with deftly unsettling genre flair . ,1,0.0,1,-0.5,0,1,0.9982864260673523
832,manages to show life in all of its banality when the intention is quite the opposite . ,0,0.0,1,0.0,1,1,0.9454832077026367
833,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0,0.1779,1,-0.05,0,0,0.9996439218521118
834,collateral damage finally delivers the goods for schwarzenegger fans . ,1,-0.4939,0,0.0,1,1,0.9983727931976318
836,"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0,0.4404,1,0.016666666666666673,1,0,0.9997395873069763
838,sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . ,0,0.4779,1,0.06666666666666667,1,0,0.9961506128311157
839,but this films lacks the passion required to sell the material . ,0,0.6124,1,0.0,1,0,0.999755322933197
840,"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . ",0,-0.296,0,0.175,1,0,0.9992351531982422
842,"a better title , for all concerned , might be swept under the rug . ",0,0.4404,1,0.5,1,0,0.9960463643074036
843,a wildly inconsistent emotional experience . ,0,0.1531,1,0.05,1,0,0.9980624318122864
845,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine . ",0,0.4019,1,0.19999999999999998,1,0,0.9994792342185974
846,"an absurdist comedy about alienation , separation and loss . ",0,-0.2263,0,0.0,1,1,0.9892459511756897
847,"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ",1,-0.09,0,-0.31500000000000006,0,1,0.5248764753341675
851,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ",0,0.4588,1,0.5833333333333334,1,0,0.9991422891616821
852,part low rent godfather . ,0,-0.2732,0,0.0,1,0,0.9868826270103455
854,"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . ",0,0.128,1,0.25,1,0,0.999376118183136
862,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ",0,0.9674,1,0.51,1,0,0.7782954573631287
863,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ",0,0.3182,1,0.15,1,0,0.9653378129005432
867,has all the depth of a wading pool . ,0,0.0,1,0.0,1,0,0.981376588344574
869,a subject like this should inspire reaction in its audience ; the pianist does not . ,0,0.7351,1,-0.16666666666666666,0,0,0.913875162601471
870,... is an arthritic attempt at directing by callie khouri . ,0,0.0,1,0.0,1,0,0.998725950717926
871,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",1,-0.3724,0,0.0,1,0,0.7782054543495178
